ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.13910037643911827,0.5284921919991785,0.37237593006580455,0.9320157675560031,0.20066715431283785,0.4389232038488339,-0.015383499244568787,-0.744945886640187,-1.1415617035809884
